epoch,step,tr_acc,tr_loss,val_dcg@10,val_loss
10,17499,0.3426300287246704,0.07926170527935028,,
10,17999,0.42011719942092896,0.08133773505687714,,
10,18499,0.5197417140007019,0.07800807803869247,,
10,18999,0.48150667548179626,0.0767156332731247,,
10,19106,,,0.42620953917503357,0.07536506652832031
11,19499,0.550250768661499,0.08322668820619583,,
11,19999,0.44604599475860596,0.08061809837818146,,
11,20499,0.5632328987121582,0.07507020980119705,,
11,20843,,,0.5050297379493713,0.0741632804274559
12,20999,0.4338059425354004,0.07965710759162903,,
12,21499,0.35042238235473633,0.07318892329931259,,
12,21999,0.5153083801269531,0.07830709218978882,,
12,22499,0.4513455033302307,0.07681312412023544,,
12,22580,,,0.4402853846549988,0.07405894249677658
13,22999,0.41916024684906006,0.07472734153270721,,
13,23499,0.5004942417144775,0.07197196781635284,,
13,23999,0.3502386510372162,0.07540591061115265,,
13,24317,,,0.4753819406032562,0.07328146696090698
14,24499,0.5346349477767944,0.07370085269212723,,
14,24999,0.33101892471313477,0.08187926560640335,,
14,25499,0.4372919201850891,0.07170871645212173,,
14,25999,0.4705430865287781,0.0786164253950119,,
14,26054,,,0.4980213940143585,0.0732075497508049
15,26499,0.38523727655410767,0.07596689462661743,,
15,26999,0.43387046456336975,0.0813552588224411,,
15,27499,0.5446068048477173,0.07712162286043167,,
15,27791,,,0.559818685054779,0.0733214020729065
16,27999,0.40545445680618286,0.08039051294326782,,
16,28499,0.3533304035663605,0.07110805809497833,,
16,28999,0.41043806076049805,0.07557930797338486,,
16,29499,0.4827384650707245,0.0790390819311142,,
16,29528,,,0.3984135687351227,0.07242661714553833
17,29999,0.28682106733322144,0.07700814306735992,,
17,30499,0.3911827802658081,0.07520336657762527,,
17,30999,0.44937682151794434,0.07223697751760483,,
17,31265,,,0.3826553225517273,0.07209473103284836
18,31499,0.3809676468372345,0.07900451123714447,,
18,31999,0.3770352303981781,0.07579468935728073,,
18,32499,0.3834783136844635,0.06882742792367935,,
18,32999,0.40619388222694397,0.06787913292646408,,
18,33002,,,0.4376666247844696,0.06908583641052246
19,33499,0.42973268032073975,0.07024900615215302,,
19,33999,0.4237979054450989,0.07055747509002686,,
19,34499,0.3522540330886841,0.07229116559028625,,
19,34739,,,0.46855059266090393,0.06882533431053162
20,34999,0.4540133774280548,0.07390858978033066,,
20,35499,0.43687793612480164,0.06915289908647537,,
20,35999,0.541378378868103,0.0713728666305542,,
20,36476,,,0.47063830494880676,0.06842450797557831
21,36499,0.38589274883270264,0.0695747584104538,,
21,36999,0.5007688999176025,0.07532395422458649,,
21,37499,0.39728641510009766,0.072821244597435,,
21,37999,0.42708098888397217,0.06826175004243851,,
21,38213,,,0.4771808385848999,0.06831541657447815
22,38499,0.5567339062690735,0.06747947633266449,,
22,38999,0.5405614376068115,0.07000698149204254,,
22,39499,0.5608793497085571,0.06673575937747955,,
22,39950,,,0.5117647647857666,0.0681207999587059
23,39999,0.5283204317092896,0.07226265966892242,,
23,40499,0.4322906732559204,0.06592634320259094,,
23,40999,0.4663638770580292,0.06989085674285889,,
23,41499,0.3648328185081482,0.07127760350704193,,
23,41687,,,0.4731839895248413,0.06791757792234421
24,41999,0.4294526278972626,0.06611660122871399,,
24,42499,0.4355868697166443,0.07296131551265717,,
24,42999,0.341868132352829,0.0655936524271965,,
24,43424,,,0.499429315328598,0.06767717748880386
25,43499,0.47650665044784546,0.07329686731100082,,
25,43999,0.5549417734146118,0.06509970128536224,,
25,44499,0.4521770477294922,0.07035022974014282,,
25,44999,0.5553856492042542,0.06754178553819656,,
25,45161,,,0.5193008184432983,0.06762941181659698
