epoch,step,tr_acc,tr_loss,val_acc,val_loss
0,499,0.11439591646194458,0.6717362403869629,,
0,999,0.14095421135425568,0.660068690776825,,
0,1499,0.14316868782043457,0.640271782875061,,
0,1736,,,0.09788656234741211,0.6566675901412964
1,1999,0.1781735122203827,0.6344802379608154,,
1,2499,0.11765377223491669,0.6828224658966064,,
1,2999,0.18015038967132568,0.646082878112793,,
1,3473,,,0.1702134609222412,0.65496826171875
2,3499,0.11480998992919922,0.6692159175872803,,
2,3999,0.13079506158828735,0.6631871461868286,,
2,4499,0.1640293002128601,0.6715095639228821,,
2,4999,0.1794956922531128,0.6748678684234619,,
2,5210,,,0.21361765265464783,0.6543869376182556
3,5499,0.18680977821350098,0.6646947860717773,,
3,5999,0.23356594145298004,0.6519131064414978,,
3,6499,0.14477863907814026,0.6457149386405945,,
3,6947,,,0.25516659021377563,0.6535128355026245
4,6999,0.25214439630508423,0.6622878313064575,,
4,7499,0.21189574897289276,0.6494694948196411,,
4,7999,0.2598230242729187,0.66909259557724,,
4,8499,0.2930779755115509,0.6359989643096924,,
4,8684,,,0.27145737409591675,0.653800904750824
5,8999,0.2702662944793701,0.6518782377243042,,
5,9499,0.23764315247535706,0.646812915802002,,
5,9999,0.2585862874984741,0.6602630615234375,,
5,10421,,,0.2702188491821289,0.6532148718833923
6,10499,0.2751339077949524,0.6703879237174988,,
6,10999,0.33426254987716675,0.6427420377731323,,
6,11499,0.2770758867263794,0.6481651067733765,,
6,11999,0.2513415515422821,0.6476391553878784,,
6,12158,,,0.2831297218799591,0.6530028581619263
7,12499,0.3188837170600891,0.6503190398216248,,
7,12999,0.2323855757713318,0.6522276401519775,,
7,13499,0.3242568075656891,0.6571016311645508,,
7,13895,,,0.3033157289028168,0.6526932716369629
8,13999,0.3275654911994934,0.6463451981544495,,
8,14499,0.36161452531814575,0.630804181098938,,
8,14999,0.3439731001853943,0.6569864153862,,
8,15499,0.3384133279323578,0.6498671770095825,,
8,15632,,,0.3319832384586334,0.6528802514076233
9,15999,0.3578401207923889,0.6459500789642334,,
9,16499,0.29677534103393555,0.6443689465522766,,
9,16999,0.30813130736351013,0.6659501194953918,,
9,17369,,,0.27551522850990295,0.6535983085632324
10,17499,0.21236971020698547,0.6476944088935852,,
10,17999,0.34013205766677856,0.6421632766723633,,
10,18499,0.3440181016921997,0.6569153666496277,,
10,18999,0.355865478515625,0.6402673721313477,,
10,19106,,,0.34860703349113464,0.6522799134254456
11,19499,0.3519192039966583,0.6463243961334229,,
11,19999,0.3481605052947998,0.6501688957214355,,
11,20499,0.3586410582065582,0.6419692039489746,,
11,20843,,,0.35088658332824707,0.6510750651359558
12,20999,0.257274866104126,0.6697347164154053,,
12,21499,0.34861481189727783,0.6508315801620483,,
12,21999,0.33567285537719727,0.6411381363868713,,
12,22499,0.35487425327301025,0.6505465507507324,,
12,22580,,,0.34954655170440674,0.651801586151123
13,22999,0.34079527854919434,0.6533008813858032,,
13,23499,0.3373693525791168,0.6650132536888123,,
13,23999,0.3416613042354584,0.6453307867050171,,
13,24317,,,0.34239932894706726,0.6514785289764404
14,24499,0.3722056746482849,0.6269329786300659,,
14,24999,0.32841962575912476,0.6601709723472595,,
14,25499,0.30737823247909546,0.6462223529815674,,
14,25999,0.3328338861465454,0.6485410928726196,,
14,26054,,,0.3352658450603485,0.6534706950187683
15,26499,0.3335951566696167,0.6553118228912354,,
15,26999,0.33730751276016235,0.6571474075317383,,
15,27499,0.348005473613739,0.6481562852859497,,
15,27791,,,0.34208163619041443,0.6507831811904907
16,27999,0.3416723608970642,0.6529536843299866,,
16,28499,0.3441922664642334,0.6508466005325317,,
16,28999,0.35435110330581665,0.6462523937225342,,
16,29499,0.34314996004104614,0.6497885584831238,,
16,29528,,,0.3440215587615967,0.6503658890724182
17,29999,0.30968064069747925,0.6837978959083557,,
17,30499,0.35360485315322876,0.6353899836540222,,
17,30999,0.3497866988182068,0.6402349472045898,,
17,31265,,,0.3453771770000458,0.6502478122711182
18,31499,0.3413737714290619,0.6448317170143127,,
18,31999,0.34638452529907227,0.6447969675064087,,
18,32499,0.3235498070716858,0.6687970161437988,,
18,32999,0.3404655456542969,0.6544546484947205,,
18,33002,,,0.3466559648513794,0.6502160429954529
19,33499,0.3390169143676758,0.659999430179596,,
19,33999,0.3356262147426605,0.6619335412979126,,
19,34499,0.362719863653183,0.6351608037948608,,
19,34739,,,0.3438158631324768,0.6499888300895691
20,34999,0.3605201542377472,0.6360815763473511,,
20,35499,0.34666770696640015,0.6526303887367249,,
20,35999,0.3438292145729065,0.6553131341934204,,
20,36476,,,0.3509672284126282,0.6498029232025146
21,36499,0.3613535761833191,0.6390732526779175,,
21,36999,0.347986102104187,0.6543381214141846,,
21,37499,0.34616103768348694,0.6538715362548828,,
21,37999,0.3227020502090454,0.6785336136817932,,
21,38213,,,0.35010114312171936,0.6496896743774414
22,38499,0.34040671586990356,0.6606627106666565,,
22,38999,0.36067700386047363,0.6398633718490601,,
22,39499,0.3644435703754425,0.6376308798789978,,
22,39950,,,0.3528651297092438,0.649652361869812
23,39999,0.3587697744369507,0.64410799741745,,
23,40499,0.3390445411205292,0.6580734252929688,,
23,40999,0.3598555326461792,0.6391476392745972,,
23,41499,0.3610459566116333,0.6366454362869263,,
23,41687,,,0.3486853539943695,0.6496281027793884
24,41999,0.3695179224014282,0.6322896480560303,,
24,42499,0.3429456651210785,0.6562706828117371,,
24,42999,0.3373589515686035,0.6644811630249023,,
24,43424,,,0.3506662845611572,0.6494101881980896
