epoch,step,tr_TV_reward,tr_acc_ranker,tr_loss_ranker,tr_loss_reward,val_TV_reward,val_acc_ranker,val_loss_ranker,val_loss_reward
0,499,12.835330112176068,0.5930489301681519,0.41731470823287964,0.6572748916324314,,,,
0,999,12.783307311285117,0.5947500467300415,0.39873868227005005,0.6453658188730431,,,,
0,1499,13.864872080290858,0.6644362807273865,0.36371052265167236,0.6642535678900773,,,,
0,1736,,,,,12.939546600700544,0.6044363379478455,0.36686864495277405,0.6497459223742116
1,1999,13.541369466846177,0.6617165207862854,0.3629136085510254,0.6577129684601912,,,,
1,2499,14.451414695255618,0.6590290069580078,0.3642387390136719,0.6640101298414434,,,,
1,2999,13.706767072945865,0.6550099849700928,0.36760878562927246,0.664344481916142,,,,
1,3473,,,,,12.930599429847597,0.6059160828590393,0.36703789234161377,0.6492515773923989
2,3499,13.222315661913125,0.6430347561836243,0.37173324823379517,0.6529218659131992,,,,
2,3999,13.52874878836442,0.6441725492477417,0.3648281693458557,0.6609491086732315,,,,
2,4499,12.963782454533646,0.6060322523117065,0.3718671202659607,0.6550523777406645,,,,
2,4999,13.379903683890266,0.6524792313575745,0.37097233533859253,0.6542585173045605,,,,
2,5210,,,,,12.930005211542799,0.6103013753890991,0.3669969141483307,0.649117701085612
3,5499,13.705938066861751,0.6535747051239014,0.36502164602279663,0.6632313888236581,,,,
3,5999,14.024271178153903,0.6192975044250488,0.3695671558380127,0.6600305484569768,,,,
3,6499,12.51445960927973,0.6075937747955322,0.37242937088012695,0.6529126754042273,,,,
3,6947,,,,,12.92155229885881,0.6106970906257629,0.3693191409111023,0.6496743842366092
4,6999,12.627058979139388,0.602718710899353,0.37628069519996643,0.6531435024708108,,,,
4,7499,13.568347929698888,0.6187435388565063,0.3702327013015747,0.6573355682863029,,,,
4,7999,13.433403592631535,0.6324228048324585,0.36411842703819275,0.6542591170968454,,,,
4,8499,13.591545779132863,0.6607075929641724,0.3654378056526184,0.659880893104918,,,,
4,8684,,,,,12.865896522453445,0.5933597683906555,0.36669182777404785,0.6497029318960921
5,8999,13.99639972768508,0.6620599031448364,0.3672696352005005,0.6607473142841298,,,,
5,9499,13.348596311144991,0.6612836122512817,0.36489439010620117,0.6544631257907652,,,,
5,9999,13.810089883109065,0.6572307348251343,0.3658354878425598,0.6632149846834937,,,,
5,10421,,,,,12.93570174855759,0.5870228409767151,0.36663520336151123,0.651458758942342
6,10499,13.992904413408896,0.6642798781394958,0.3653090000152588,0.6586485095814235,,,,
6,10999,14.254107269652918,0.6639124155044556,0.3643350899219513,0.6559156173767707,,,,
6,11499,14.22642472086072,0.6651210784912109,0.3662096858024597,0.657328885101113,,,,
6,11999,14.090386010745162,0.6582465171813965,0.3687742352485657,0.6648452623324013,,,,
6,12158,,,,,12.821611341898558,0.5855856537818909,0.3666353225708008,0.6491052540261153
7,12499,13.889187628327743,0.6633442640304565,0.3696654438972473,0.6606533624552489,,,,
7,12999,13.402103871094312,0.6563056111335754,0.3655022978782654,0.6499933172357601,,,,
7,13499,14.178158807199488,0.6683930158615112,0.3676975965499878,0.6613159502252159,,,,
7,13895,,,,,12.949816953021536,0.5904470682144165,0.36663520336151123,0.6503793855953249
8,13999,14.086180228069944,0.6590746641159058,0.3699513077735901,0.6657198127219148,,,,
8,14499,14.179123787010251,0.6690800189971924,0.3652181029319763,0.669825614396513,,,,
8,14999,13.561819030869344,0.6579442024230957,0.3643977642059326,0.6666018685035815,,,,
8,15499,13.260662854369416,0.6670513153076172,0.3633096218109131,0.6547201578791088,,,,
8,15632,,,,,12.924846451248287,0.5900667905807495,0.36663517355918884,0.6501804841489465
9,15999,12.772362665739726,0.6577081084251404,0.3694040775299072,0.6555490529491433,,,,
9,16499,13.708711554737345,0.6592777967453003,0.37064850330352783,0.6594448084758299,,,,
9,16999,12.603827493111286,0.6566296219825745,0.36980322003364563,0.6571666271713117,,,,
9,17369,,,,,12.885331736525234,0.5828933119773865,0.36663511395454407,0.6499346196765401
10,17499,14.559730179330945,0.6674312949180603,0.3670855462551117,0.6677360085360525,,,,
10,17999,13.518198425433695,0.6616736650466919,0.36422502994537354,0.6578027804499724,,,,
10,18499,14.082184123231578,0.6684116721153259,0.36658304929733276,0.6644348417140118,,,,
10,18999,13.454890191195451,0.6637221574783325,0.3643362522125244,0.6639741622032278,,,,
10,19106,,,,,12.922510250660439,0.5866180658340454,0.36663511395454407,0.6501792532714332
11,19499,13.194655259176901,0.6563013195991516,0.36692118644714355,0.6544807890097728,,,,
11,19999,13.421565467519672,0.6521829962730408,0.36850929260253906,0.6585627454690813,,,,
11,20499,13.240966305002729,0.6586146354675293,0.3703400492668152,0.6615798258478636,,,,
11,20843,,,,,12.895400883496386,0.5897279381752014,0.3666350841522217,0.6496920794809067
12,20999,13.558033211972445,0.6565605998039246,0.3665947914123535,0.6600297307019574,,,,
12,21499,13.597734625757015,0.6548241376876831,0.36950188875198364,0.666954118251935,,,,
12,21999,14.031045745361501,0.6592341661453247,0.36551856994628906,0.6635480643214018,,,,
12,22499,13.572910193930754,0.666385293006897,0.36733850836753845,0.6543617896098761,,,,
12,22580,,,,,12.928069512988618,0.5856711268424988,0.3666350543498993,0.6501489367065394
13,22999,12.956649816628438,0.6614651679992676,0.36553364992141724,0.6434466927226818,,,,
13,23499,14.301368665702277,0.6553834676742554,0.37090256810188293,0.6601073164210225,,,,
13,23999,13.026303327941267,0.6567397117614746,0.3685801029205322,0.6503546799446853,,,,
13,24317,,,,,12.992353883570157,0.5914453864097595,0.3666349947452545,0.6524260871776097
