epoch,step,tr_acc,tr_loss,val_dcg@10,val_loss
0,499,74.70703125,0.6396121565249591,,
0,999,73.14453125,0.6302902195535788,,
0,1499,75.68359375,0.6289796451634186,,
0,1736,,,3134.3772422664447,0.6327579405253888
1,1999,75.68359375,0.6313442422929885,,
1,2499,77.1484375,0.6252072761773504,,
1,2999,73.4375,0.6332709951143336,,
1,3473,,,3060.263650139845,0.6303512080741361
2,3499,75.9765625,0.6272016335498503,,
2,3999,77.9296875,0.6300767840268846,,
2,4499,76.66015625,0.6307235369303672,,
2,4999,77.05078125,0.6269408461345458,,
2,5210,,,3042.7419721668075,0.6296478305377685
3,5499,76.46484375,0.6262199814399384,,
3,5999,72.0703125,0.6300579023262274,,
3,6499,76.3671875,0.6322400242127586,,
3,6947,,,3021.1240085748004,0.6290840571259737
4,6999,75.5859375,0.627527703818318,,
4,7499,74.4140625,0.6296215689828114,,
4,7999,76.66015625,0.6259757408827861,,
4,8499,76.46484375,0.6288374703328808,,
4,8684,,,3009.605458354031,0.6285840091593525
5,8999,76.85546875,0.6241959965847239,,
5,9499,75.09765625,0.6279733472785052,,
5,9999,76.5625,0.6248079754691902,,
5,10421,,,3003.8377750992245,0.6287074828516319
6,10499,78.125,0.6277379646428147,,
6,10999,77.24609375,0.6152822003357374,,
6,11499,76.171875,0.6235349937934793,,
6,11999,75.87890625,0.6206185006637657,,
6,12158,,,2999.2903906130764,0.6281363126228617
7,12499,79.296875,0.6196456441174956,,
7,12999,77.05078125,0.6203438251616482,,
7,13499,74.21875,0.6267043809946728,,
7,13895,,,2990.0261659497955,0.6280462318155912
8,13999,76.46484375,0.6295109065234782,,
8,14499,75.1953125,0.635162531943565,,
8,14999,75.5859375,0.6319787440186767,,
8,15499,74.90234375,0.6265077389584983,,
8,15632,,,2981.4401357224565,0.6280371746675546
9,15999,77.9296875,0.6271406128993329,,
9,16499,77.05078125,0.6277451507813017,,
9,16999,75.9765625,0.6272614206325495,,
9,17369,,,2983.777771978704,0.6279581039295608
10,17499,78.125,0.6277341384867565,,
10,17999,77.5390625,0.6252212878292268,,
10,18499,75.68359375,0.6234323249051313,,
10,18999,79.6875,0.6263901036837789,,
10,19106,,,2969.8567662556106,0.6275752723800996
11,19499,75.5859375,0.6299922750403479,,
11,19999,77.34375,0.6244939886230633,,
11,20499,76.46484375,0.6316847697667419,,
11,20843,,,2973.352249348126,0.6277703298932962
12,20999,76.7578125,0.6216059790552264,,
12,21499,74.12109375,0.6356107351526448,,
12,21999,75.390625,0.6271798558873996,,
12,22499,75.1953125,0.6281503464810464,,
12,22580,,,2972.372993023826,0.6279727023167342
13,22999,77.83203125,0.6189293793659536,,
13,23499,77.1484375,0.6211177412742794,,
13,23999,77.24609375,0.6217266531575061,,
13,24317,,,2969.903511777867,0.6275798009451903
14,24499,77.5390625,0.6295171430275166,,
14,24999,73.92578125,0.6339004743437907,,
14,25499,77.34375,0.627246141310219,,
14,25999,74.0234375,0.6245420724419699,,
14,26054,,,2968.3985928386955,0.6272944779438526
15,26499,78.515625,0.6325217520244437,,
15,26999,72.4609375,0.6327556863118624,,
15,27499,76.3671875,0.6168982979411278,,
15,27791,,,2958.7246980686923,0.627115489624644
16,27999,75.29296875,0.633245030561554,,
16,28499,76.5625,0.6158304188977662,,
16,28999,73.92578125,0.6292021869580123,,
16,29499,74.90234375,0.6307677263197491,,
16,29528,,,2955.968363927696,0.6270855862209198
17,29999,78.80859375,0.6276886258151126,,
17,30499,75.29296875,0.6299922983963082,,
17,30999,76.5625,0.6224165717507911,,
17,31265,,,2952.761253779526,0.6269806085152791
18,31499,77.5390625,0.6248928285086357,,
18,31999,78.02734375,0.6333684616101778,,
18,32499,76.3671875,0.6310967404957383,,
18,32999,76.3671875,0.6296766721097937,,
18,33002,,,2951.513023080248,0.627002763369025
19,33499,77.05078125,0.625408909933263,,
19,33999,78.3203125,0.6245508946355036,,
19,34499,76.953125,0.6279518966307142,,
19,34739,,,2950.11752192286,0.6269532067752004
20,34999,76.7578125,0.6316576332406505,,
20,35499,77.05078125,0.6230966498290029,,
20,35999,76.46484375,0.6246775046166273,,
20,36476,,,2948.976351434211,0.6269542113421347
21,36499,75.9765625,0.633535289587086,,
21,36999,75.1953125,0.6315736634234581,,
21,37499,78.61328125,0.6187129878229708,,
21,37999,76.85546875,0.629982415822114,,
21,38213,,,2949.327597359943,0.6269309097526233
22,38499,77.44140625,0.6308649530392195,,
22,38999,77.83203125,0.6233190765778341,,
22,39499,79.00390625,0.6222971471801678,,
22,39950,,,2946.952453789893,0.6269038276556085
23,39999,76.46484375,0.621367472872918,,
23,40499,75.87890625,0.6143818173776785,,
23,40999,75.09765625,0.6347055600864268,,
23,41499,77.9296875,0.626292456890324,,
23,41687,,,2945.599959680798,0.6268659672950336
24,41999,76.7578125,0.6261329160893965,,
24,42499,76.85546875,0.6289430497031063,,
24,42999,73.6328125,0.6323652460496293,,
24,43424,,,2946.017149885707,0.626868447106048
