epoch,step,tr_acc,tr_loss,val_acc,val_loss
0,499,59.08203125,0.72176194190979,,
0,999,62.79296875,0.6887827515602112,,
0,1499,56.8359375,0.7283601760864258,,
0,1736,,,58.80691146850586,0.741244375705719
1,1999,59.9609375,0.7248335480690002,,
1,2499,59.9609375,0.6826732754707336,,
1,2999,59.08203125,0.7151350975036621,,
1,3473,,,58.81078338623047,0.7411936521530151
2,3499,61.81640625,0.6754108667373657,,
2,3999,59.5703125,0.6868883371353149,,
2,4499,58.7890625,0.6971410512924194,,
2,4999,59.375,0.7078859806060791,,
2,5210,,,58.80809020996094,0.7412064075469971
3,5499,63.18359375,0.6598109006881714,,
3,5999,58.30078125,0.6949402689933777,,
3,6499,62.109375,0.7041637897491455,,
3,6947,,,58.80842590332031,0.741206169128418
4,6999,61.42578125,0.6932061314582825,,
4,7499,60.25390625,0.7076667547225952,,
4,7999,59.47265625,0.714927077293396,,
4,8499,58.203125,0.7216711044311523,,
4,8684,,,58.80842590332031,0.7412039041519165
5,8999,56.73828125,0.7337048649787903,,
5,9499,60.05859375,0.6984187960624695,,
5,9999,60.7421875,0.7045896053314209,,
5,10421,,,58.8077507019043,0.7412018775939941
6,10499,60.9375,0.6981595158576965,,
6,10999,61.71875,0.6927179098129272,,
6,11499,59.66796875,0.7206532955169678,,
6,11999,60.15625,0.6998516321182251,,
6,12158,,,58.80909729003906,0.7412026524543762
7,12499,61.9140625,0.6854181885719299,,
7,12999,58.69140625,0.7008930444717407,,
7,13499,61.42578125,0.7177897095680237,,
7,13895,,,58.80909729003906,0.7412018179893494
8,13999,58.88671875,0.728687584400177,,
8,14499,56.0546875,0.7519927024841309,,
8,14999,61.62109375,0.6729042530059814,,
8,15499,60.15625,0.6935513019561768,,
8,15632,,,58.80977249145508,0.7412030696868896
9,15999,59.47265625,0.7173324227333069,,
9,16499,61.62109375,0.6956222653388977,,
9,16999,61.9140625,0.7054077982902527,,
9,17369,,,58.80842590332031,0.741201639175415
10,17499,60.44921875,0.712295651435852,,
10,17999,61.5234375,0.6860632300376892,,
10,18499,60.64453125,0.7027558088302612,,
10,18999,60.83984375,0.705163836479187,,
10,19106,,,58.808929443359375,0.7412016987800598
11,19499,57.421875,0.7109470367431641,,
11,19999,58.10546875,0.7347415089607239,,
11,20499,59.47265625,0.7326250076293945,,
11,20843,,,58.80809020996094,0.7412018775939941
12,20999,60.9375,0.7085037231445312,,
12,21499,58.203125,0.7161771059036255,,
12,21999,58.984375,0.7014845609664917,,
12,22499,59.375,0.6927828788757324,,
12,22580,,,58.808929443359375,0.7412017583847046
13,22999,60.7421875,0.6984363794326782,,
13,23499,64.16015625,0.6809450387954712,,
13,23999,58.0078125,0.7402271628379822,,
13,24317,,,58.808929443359375,0.7412016987800598
14,24499,60.15625,0.7129824161529541,,
14,24999,61.328125,0.7237941026687622,,
14,25499,59.08203125,0.6909573674201965,,
14,25999,60.546875,0.7212340831756592,,
14,26054,,,58.807918548583984,0.7412018775939941
15,26499,59.08203125,0.7243484258651733,,
15,26999,58.69140625,0.7535294890403748,,
15,27499,61.5234375,0.6831524968147278,,
15,27791,,,58.80809020996094,0.7412018775939941
16,27999,59.66796875,0.708386242389679,,
16,28499,61.62109375,0.6955131888389587,,
16,28999,58.984375,0.7112308740615845,,
16,29499,58.59375,0.6928693056106567,,
16,29528,,,58.80909729003906,0.7412016987800598
17,29999,63.671875,0.6734132766723633,,
17,30499,59.08203125,0.7221162915229797,,
17,30999,57.51953125,0.7161847352981567,,
17,31265,,,58.80876159667969,0.7412015795707703
18,31499,60.83984375,0.7116092443466187,,
18,31999,57.32421875,0.7199225425720215,,
18,32499,60.546875,0.7185095548629761,,
18,32999,61.71875,0.6912660598754883,,
18,33002,,,58.80909729003906,0.7412016987800598
19,33499,57.91015625,0.7133736610412598,,
19,33999,59.86328125,0.7198245525360107,,
19,34499,60.9375,0.7153475284576416,,
19,34739,,,58.808258056640625,0.7412020564079285
20,34999,59.66796875,0.7553912997245789,,
20,35499,61.9140625,0.6796139478683472,,
20,35999,63.18359375,0.6830493807792664,,
20,36476,,,58.808258056640625,0.741202175617218
21,36499,60.9375,0.7086484432220459,,
21,36999,58.69140625,0.736068606376648,,
21,37499,60.83984375,0.7033968567848206,,
21,37999,60.9375,0.6918591260910034,,
21,38213,,,58.808258056640625,0.7412019968032837
22,38499,63.671875,0.6773152947425842,,
22,38999,59.765625,0.7002737522125244,,
22,39499,58.3984375,0.7176228761672974,,
22,39950,,,58.808258056640625,0.7412021160125732
23,39999,61.03515625,0.6875336170196533,,
23,40499,60.25390625,0.6938769817352295,,
23,40999,61.5234375,0.7058871984481812,,
23,41499,61.23046875,0.7262285947799683,,
23,41687,,,58.80809020996094,0.7412019371986389
24,41999,58.30078125,0.7473752498626709,,
24,42499,59.08203125,0.7299759387969971,,
24,42999,59.765625,0.7181446552276611,,
24,43424,,,58.80859375,0.7412018775939941
