epoch,step,tr_acc,tr_loss,val_dcg@10,val_loss
0,499,68.26171875,0.6445804897765164,,
0,999,71.97265625,0.6290443085730955,,
0,1499,72.8515625,0.6337222332949726,,
0,1736,,,3359.8737182907316,0.6350599800555004
1,1999,71.875,0.6304818837243605,,
1,2499,73.53515625,0.6313221220215544,,
1,2999,71.97265625,0.6319020401838708,,
1,3473,,,3280.754228775309,0.6336043109655766
2,3499,74.51171875,0.6284567354704226,,
2,3999,71.38671875,0.6356755538732569,,
2,4499,74.90234375,0.6313515334072052,,
2,4999,73.6328125,0.6273331795122579,,
2,5210,,,3325.60976274124,0.6348121811814745
3,5499,72.8515625,0.6299901521637759,,
3,5999,70.1171875,0.6352321327419541,,
3,6499,72.4609375,0.6395994526441247,,
3,6947,,,3337.012656002032,0.6389531057247662
4,6999,73.046875,0.6313151806395434,,
4,7499,70.01953125,0.6377263127081738,,
4,7999,74.8046875,0.6302683343924355,,
4,8499,72.4609375,0.6400150750704083,,
4,8684,,,3489.1798335050416,0.641321689606379
5,8999,72.36328125,0.6310674776941235,,
5,9499,73.2421875,0.6314032040728426,,
5,9999,75.29296875,0.633583373953921,,
5,10421,,,3294.281099267288,0.6344535964179082
6,10499,71.2890625,0.6367008877229186,,
6,10999,72.4609375,0.6191191177707104,,
6,11499,71.875,0.6252071963350898,,
6,11999,73.53515625,0.6232655717474856,,
6,12158,,,3286.785433818952,0.635111712130766
7,12499,74.31640625,0.6236826349174514,,
7,12999,73.2421875,0.6261429792520323,,
7,13499,69.43359375,0.6325653751868836,,
7,13895,,,3607.1725878011803,0.6465532164697855
8,13999,73.14453125,0.6420199058399967,,
8,14499,70.99609375,0.640875074453738,,
8,14999,72.36328125,0.6395241941088824,,
8,15499,72.0703125,0.6331145792046864,,
8,15632,,,3319.2938462370093,0.6343454196663615
9,15999,73.92578125,0.6342267850626735,,
9,16499,73.4375,0.6309865040757904,,
9,16999,73.4375,0.6325356703564559,,
9,17369,,,3328.340046008168,0.6352070926114748
10,17499,73.4375,0.6344243982887041,,
10,17999,73.92578125,0.635258461891927,,
10,18499,69.04296875,0.6363152964072372,,
10,18999,75.390625,0.6295387314170787,,
10,19106,,,3333.1445062955913,0.6344843599699329
11,19499,73.2421875,0.6313157542889511,,
11,19999,74.0234375,0.631263642566227,,
11,20499,73.046875,0.6369220667995307,,
11,20843,,,3377.1665077120947,0.6358094445109819
12,20999,71.6796875,0.6397799161988159,,
12,21499,70.5078125,0.6450755859171966,,
12,21999,71.484375,0.6325161059677418,,
12,22499,71.97265625,0.6344821068984844,,
12,22580,,,3417.7495591362053,0.6373281608693366
13,22999,72.65625,0.6279747738283722,,
13,23499,70.21484375,0.6440785577423813,,
13,23999,70.1171875,0.6381494542424959,,
13,24317,,,3846.290435271136,0.6505992649578428
14,24499,72.8515625,0.6415649791782723,,
14,24999,69.04296875,0.6451214299277606,,
14,25499,71.484375,0.637892925278192,,
14,25999,71.2890625,0.6385675581287802,,
14,26054,,,3879.097352052761,0.6524949874156022
15,26499,70.3125,0.6453116864604286,,
15,26999,71.77734375,0.6451837878160773,,
15,27499,74.0234375,0.6234290630637842,,
15,27791,,,3869.1613410875048,0.6521728636425209
16,27999,70.3125,0.6466232749053787,,
16,28499,72.4609375,0.6254301894484928,,
16,28999,71.2890625,0.6413540382189764,,
16,29499,73.2421875,0.6383131243264503,,
16,29528,,,3863.764909137395,0.6519975802487626
17,29999,73.73046875,0.6388451336726242,,
17,30499,69.3359375,0.6408272674896398,,
17,30999,72.16796875,0.6355547405723625,,
17,31265,,,3862.6354988001826,0.6522832648242542
18,31499,72.0703125,0.6306664191643636,,
18,31999,73.33984375,0.6405782089983427,,
18,32499,73.33984375,0.6381484075686976,,
18,32999,71.2890625,0.6389366101872922,,
18,33002,,,3758.6581405958805,0.6487839214765776
19,33499,71.6796875,0.637048671896837,,
19,33999,74.31640625,0.6319418352661855,,
19,34499,72.36328125,0.63784865641492,,
19,34739,,,3764.284527506118,0.6489779956791696
20,34999,72.55859375,0.6363401724560108,,
20,35499,73.73046875,0.6338999475867694,,
20,35999,71.6796875,0.6347322913282928,,
20,36476,,,3770.620932875203,0.6488849799527272
21,36499,71.484375,0.6414191085782568,,
21,36999,73.2421875,0.6348735839043212,,
21,37499,72.8515625,0.6289425017386258,,
21,37999,72.36328125,0.6368231657307328,,
21,38213,,,3608.7760227267045,0.6441855313325694
22,38499,73.14453125,0.6341965827428908,,
22,38999,74.90234375,0.6288507785674462,,
22,39499,74.70703125,0.6310959250079557,,
22,39950,,,3568.6443731518502,0.6429403404914714
23,39999,72.94921875,0.6263936687778036,,
23,40499,72.55859375,0.6214758516494205,,
23,40999,71.58203125,0.6412409171267017,,
23,41499,74.0234375,0.6356265873204935,,
23,41687,,,3588.080204865683,0.6433330163858123
24,41999,73.33984375,0.6306722996675793,,
24,42499,73.6328125,0.6320461049540268,,
24,42999,70.703125,0.6382481977266918,,
24,43424,,,3710.249563376363,0.6470590154366405
