epoch,step,tr_TV_reward,tr_acc_ranker,tr_loss_cls,tr_loss_ranker,tr_loss_reward,val_TV_reward,val_acc_ndcg_ranker,val_acc_prob_click,val_loss_ranker,val_loss_reward
12,22580,,,,,,11.706501220533491,0.6785746216773987,0.39438874116231065,0.42631661891937256,0.6388149666505687
13,22999,11.74551975302606,0.6495274901390076,0.03242236003279686,0.42917340993881226,0.6321020231455672,,,,,
13,23499,12.309697108507164,0.6572712659835815,0.032594259828329086,0.432195782661438,0.6386435848865175,,,,,
13,23999,11.355325373317374,0.6523330211639404,0.032098688185214996,0.42198121547698975,0.636809874927512,,,,,
13,24317,,,,,,11.439539631827198,0.6558358073234558,0.395966993640326,0.43390941619873047,0.6368037122580759
14,24499,11.431253055921893,0.6490206122398376,0.031528040766716,0.42475271224975586,0.6423322052568072,,,,,
14,24999,11.737936620459482,0.6493642330169678,0.03158340975642204,0.432031512260437,0.6446262464077741,,,,,
14,25499,11.48764168585064,0.6697515249252319,0.031512849032878876,0.42337507009506226,0.6378324192511062,,,,,
14,25999,11.938414198226335,0.6407889127731323,0.03319082409143448,0.4291972517967224,0.6362661983661727,,,,,
14,26054,,,,,,11.552599524257309,0.6611005067825317,0.39216930735662714,0.4432647228240967,0.6378056495351117
15,26499,11.184706267915114,0.6544305086135864,0.030156290158629417,0.43007493019104004,0.6398940630145362,,,,,
15,26999,11.800663269387535,0.6400204300880432,0.03117816522717476,0.4281771183013916,0.6407607105625821,,,,,
15,27499,11.327422497372769,0.6582844853401184,0.032296039164066315,0.42705440521240234,0.6285385312389835,,,,,
15,27791,,,,,,11.499601675211625,0.6488906145095825,0.3939501149908444,0.44122830033302307,0.6371794467227903
16,27999,11.585313357008328,0.6614749431610107,0.03193207085132599,0.41879987716674805,0.645335684164319,,,,,
16,28499,11.125206610111583,0.6487021446228027,0.030238021165132523,0.42954763770103455,0.6242587664946091,,,,,
16,28999,12.128852243469286,0.6672493815422058,0.03223913908004761,0.4221596419811249,0.643568569780341,,,,,
16,29499,11.889205770688797,0.6517090797424316,0.030348222702741623,0.43224191665649414,0.6443439450137736,,,,,
16,29528,,,,,,11.505297694253834,0.6647727489471436,0.39345200341404285,0.4315457046031952,0.6372115903668534
17,29999,11.341325245636408,0.6706414222717285,0.03284602612257004,0.4191631078720093,0.6422525685341216,,,,,
17,30499,12.08203161595074,0.6589717864990234,0.031841520220041275,0.42160677909851074,0.6420333479753866,,,,,
17,30999,12.060895459750771,0.6671004891395569,0.0318855419754982,0.42495954036712646,0.6404467806844552,,,,,
17,31265,,,,,,11.692231823263356,0.6698952317237854,0.3948132488561321,0.4305151104927063,0.6391034517629137
18,31499,11.721041519670752,0.6471399664878845,0.032055485993623734,0.43148618936538696,0.6372305742295428,,,,,
18,31999,11.747836787912888,0.6409808397293091,0.03069467470049858,0.44019585847854614,0.6464595599466572,,,,,
18,32499,11.13256483738581,0.6611061692237854,0.029700089246034622,0.4235231280326843,0.6411421064388096,,,,,
18,32999,12.021866396149754,0.653534471988678,0.02936992049217224,0.43284720182418823,0.6429432529625536,,,,,
18,33002,,,,,,11.492701983606056,0.665303111076355,0.3957515829675162,0.43237388134002686,0.6372998134085033
19,33499,11.719006793840787,0.6490462422370911,0.029537968337535858,0.42265814542770386,0.6428047494048909,,,,,
19,33999,11.442647834524044,0.6509556770324707,0.030905455350875854,0.4300788342952728,0.6327235075209361,,,,,
19,34499,11.75949788925711,0.6498827934265137,0.030300738289952278,0.4299732744693756,0.6336673907075736,,,,,
19,34739,,,,,,11.394966877293754,0.6606438159942627,0.3955590240394453,0.43125587701797485,0.6365939582097168
20,34999,11.715900271832037,0.6480017304420471,0.030275333672761917,0.4281628727912903,0.6424584013475986,,,,,
20,35499,11.745911099517311,0.6547467708587646,0.030810527503490448,0.4250001907348633,0.6423726167091038,,,,,
20,35999,12.31025700418078,0.6630797982215881,0.029857907444238663,0.42233532667160034,0.645677635590989,,,,,
20,36476,,,,,,11.352683248747576,0.6635673642158508,0.3944429445536983,0.4307086169719696,0.6361400158959545
21,36499,11.770437848357414,0.6540257334709167,0.029801199212670326,0.42762699723243713,0.6452600204852926,,,,,
21,36999,12.373178295201585,0.6569491624832153,0.0307112168520689,0.41736212372779846,0.6455164852299808,,,,,
21,37499,11.46833161225678,0.6471735835075378,0.030984874814748764,0.4263644814491272,0.6311472359349803,,,,,
21,37999,11.14403300612328,0.6563970446586609,0.030391376465559006,0.41775861382484436,0.6339397748219746,,,,,
21,38213,,,,,,11.316211932101995,0.6627989411354065,0.3957251197077824,0.4295267164707184,0.6359961720320196
22,38499,12.001671723289123,0.6547303199768066,0.02903703972697258,0.428102046251297,0.646188143448277,,,,,
22,38999,11.672616518198787,0.6522085666656494,0.03028983063995838,0.42569148540496826,0.6345972115351999,,,,,
22,39499,11.576579368698592,0.6566240787506104,0.030091967433691025,0.41909345984458923,0.6384842346372034,,,,,
22,39950,,,,,,11.39130216286012,0.6714525818824768,0.39458072671512356,0.4269910156726837,0.6365110400830292
23,39999,11.68871461090858,0.6581534743309021,0.03009389340877533,0.4166007339954376,0.6329004155275113,,,,,
23,40499,11.926222870147448,0.6607469320297241,0.030249468982219696,0.4140714406967163,0.6257693129506097,,,,,
23,40999,12.136219987223122,0.6503539681434631,0.02955126017332077,0.419225811958313,0.6487451983164679,,,,,
23,41499,11.65051203758628,0.6532192230224609,0.03015582635998726,0.4271710515022278,0.6397600171114718,,,,,
23,41687,,,,,,11.307380035995818,0.6694303154945374,0.39509403517805053,0.4256853759288788,0.6358898177406285
24,41999,11.340505472542443,0.6653623580932617,0.030204616487026215,0.41883260011672974,0.6353031737603105,,,,,
24,42499,11.399434896002187,0.6527045965194702,0.028514351695775986,0.4272511601448059,0.6347962060105788,,,,,
24,42999,11.672925546495234,0.6460893750190735,0.02908863127231598,0.43198680877685547,0.6398022816029575,,,,,
24,43424,,,,,,11.333245902032445,0.6689053177833557,0.3958655280248801,0.426530659198761,0.636181758156336
25,43499,11.571789782257184,0.6660730838775635,0.030240677297115326,0.41535019874572754,0.6320920180657321,,,,,
25,43999,10.820368451571536,0.6520940065383911,0.03014213591814041,0.4204864501953125,0.6284955333953774,,,,,
25,44499,11.503628816030968,0.6618764996528625,0.030315298587083817,0.4178817570209503,0.6385693403954138,,,,,
25,44999,11.313796626342862,0.6533572673797607,0.029852919280529022,0.425743967294693,0.6363999720461984,,,,,
25,45161,,,,,,11.289337915152938,0.6687085628509521,0.3963921592718764,0.42679616808891296,0.6358776745157764
